Population,Treatment,Replicate,Treatment Name,Tag,Obs,Date,Unique ID,HHMMSS,FTime,EBal?,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,fda,Trans,Tair_K,Twall_K,R(W/m2),Tl-Ta,SVTleaf,h2o_i,h20diff,CTair,SVTair,CndTotal,vp_kPa,VpdA,CndCO2,Ci_Pa,Ci/Ca,RHsfc,C2sfc,AHs/Cs,,,,,,,,,,,,,,
TL,2,3,Wet,TL 2-3,11,17802,TL 2-3_17802,11:25:43,3523,0,10.29395324,0.136354758,254.0874814,4.082249099,2.779226595,29.23607635,1.47,2.414630565,0.5,4.346335018,15.87037849,29.23607635,15.02838898,399.908905,394.0631714,12.0240612,14.00090599,61.59047318,71.71640778,299.3096924,1499.486084,12.60649872,92.69504547,-3.011263847,1.786263585,1,-0.219565243,2.737391472,1,0,0.159999996,111115,2.036120356,0.004082249,302.3860764,289.0203785,239.9177681,-0.655067549,4.077041213,43.98337788,29.98247189,22.55322742,2.744368591,0.13220711,1.297814617,1.446553973,0.082992336,23.55265064,0.644788704,31.93237065,390.8658024,0.0084098,,,,,,,,,,,,,,
TL,2,3,Wet,TL 2-3,12,17802,TL 2-3_17802,11:27:13,3613.5,0,7.013844641,0.129924126,194.7981938,3.967063298,2.82988855,29.4304657,1.47,2.414630565,0.5,4.346335018,15.86906338,29.4304657,15.02593994,299.6921082,295.67099,12.02876282,13.95008945,61.62228012,71.465065,299.2844543,1499.476074,12.61576557,92.69887543,-1.321169853,1.72801888,1,-0.219565243,2.737391472,1,0,0.159999996,111115,2.035948669,0.003967063,302.5804657,289.0190634,239.9161665,-0.634772365,4.123046155,44.47784438,30.52775492,22.64976454,2.760499684,0.126153058,1.293157605,1.467342079,0.079176013,18.0575735,0.658834314,31.35078209,293.4924441,0.00749217,,,,,,,,,,,,,,
TL,2,3,Wet,TL 2-3,13,17802,TL 2-3_17802,11:28:43,3703.5,0,3.531559493,0.12361988,142.6252933,3.855092765,2.885561717,29.63768959,1.47,2.414630565,0.5,4.346335018,15.87204361,29.63768959,15.02682495,200.2655792,198.1559753,12.01655865,13.88359737,61.54949951,71.11257935,299.3139954,1499.110718,12.40816402,92.70108795,0.226895332,1.673491597,1,-0.219565243,2.737391472,1,0,0.159999996,111115,2.036149628,0.003855093,302.7876896,289.0220436,239.8577095,-0.616769567,4.172586298,45.01119017,31.12759279,22.7548666,2.77815623,0.120201082,1.287024581,1.491131649,0.075425531,13.22151986,0.719762768,30.71710642,197.0590499,0.005504913,,,,,,,,,,,,,,
TL,2,3,Wet,TL 2-3,14,17802,TL 2-3_17802,11:30:13,3793.5,0,0.18510816,0.118284569,92.59641018,3.761623861,2.93835207,29.83150673,1.47,2.414630565,0.5,4.346335018,15.87003422,29.83150673,15.02731705,100.453331,100.1773376,11.99735546,13.81933022,61.45765305,70.79090118,299.3000793,1499.515015,12.59694481,92.6989975,1.537022591,1.624370694,1,-0.219565243,2.737391472,1,0,0.159999996,111115,2.036054962,0.003761624,302.9815067,289.0200342,239.922397,-0.603108517,4.219390127,45.51710634,31.69777613,22.85077047,2.79435367,0.115150765,1.281038057,1.513315613,0.072244369,8.583594395,0.924324926,30.13291381,100.1198418,0.000557117,,,,,,,,,,,,,,
TL,2,3,Wet,TL 2-3,15,17802,TL 2-3_17802,11:31:59,3899.5,0,-1.431398751,0.11254981,69.33836801,3.638108031,2.982335974,29.97606277,1.47,2.414630565,0.5,4.346335018,15.86225986,29.97606277,15.02727699,51.12840271,51.73894501,11.96268082,13.72490025,61.30929184,70.34074402,299.3167419,1499.91272,12.68548584,92.69717407,2.002427101,1.564536214,1,-0.219565243,2.737391472,1,0,0.159999996,111115,2.036168313,0.003638108,303.1260628,289.0122599,239.9860298,-0.575878604,4.254595441,45.89779013,32.17288988,22.91916132,2.805954777,0.109708862,1.272259467,1.533695309,0.068817744,6.42747077,1.340158134,29.57302268,52.18354679,-0.008111903,,,,,,,,,,,,,,
TL,2,3,Wet,TL 2-3,16,17802,TL 2-3_17802,11:34:18,4038.5,0,8.77197317,0.106906625,243.6409882,3.48880031,3.006956793,30.02858353,1.47,2.414630565,0.5,4.346335018,15.85689068,30.02858353,15.02700329,399.6916809,394.7067566,11.90819263,13.59849358,61.04861069,69.71412659,299.2837524,1499.893921,12.52069378,92.69356537,-2.184493065,1.492294431,1,-0.219565243,2.737391472,1,0,0.159999996,111115,2.035943894,0.0034888,303.1785835,289.0068907,239.983022,-0.532544482,4.267449646,46.03825119,32.43975762,22.9427371,2.80996368,0.104340174,1.260492853,1.549470827,0.065438432,22.58395186,0.617270883,29.11527258,391.9821245,0.006515562,,,,,,,,,,,,,,
TL,2,3,Wet,TL 2-3,17,17802,TL 2-3_17802,11:35:56,4136.5,0,14.09848946,0.103232719,344.4016543,3.396048045,3.028657499,30.08508873,1.47,2.414630565,0.5,4.346335018,15.85336018,30.08508873,15.02779675,600.428894,592.5164795,11.86829662,13.51365089,60.85931778,69.29651642,299.3110962,1499.919312,12.50592327,92.69584656,-4.991316795,1.447766423,1,-0.219565243,2.737391472,1,0,0.159999996,111115,2.036129906,0.003396048,303.2350887,289.0033602,239.9870845,-0.507696039,4.281316808,46.18671674,32.67306585,22.96922445,2.814473652,0.100837656,1.25265931,1.561814343,0.063234428,31.9246029,0.581252448,28.77386675,588.1373967,0.006897505,,,,,,,,,,,,,,
TL,2,3,Wet,TL 2-3,18,17802,TL 2-3_17802,11:37:28,4228.5,0,18.44017318,0.100194589,455.7757722,3.318477233,3.047306452,30.13310623,1.47,2.414630565,0.5,4.346335018,15.85225868,30.13310623,15.02835655,800.0524292,789.710144,11.83113289,13.43883038,60.67797089,68.92331696,299.3476563,1499.87207,12.70950031,92.70340729,-7.707320213,1.409594655,1,-0.219565243,2.737391472,1,0,0.159999996,111115,2.036378614,0.003318477,303.2831062,289.0022587,239.9795259,-0.486924645,4.293131818,46.31039941,32.87156903,22.99268246,2.818473108,0.097936883,1.245825366,1.572647742,0.061409466,42.25196704,0.577143115,28.4818866,783.982506,0.006699268,,,,,,,,,,,,,,
TL,2,3,Wet,TL 2-3,19,17802,TL 2-3_17802,11:39:06,4326.5,0,21.90320622,0.096992085,577.9416081,3.23594778,3.067532166,30.1861248,1.47,2.414630565,0.5,4.346335018,15.85091877,30.1861248,15.02830124,1001.109192,988.7806396,11.79284,13.36085033,60.49075699,68.53378296,299.3148499,1500.181274,12.57310772,92.70953369,-10.2916708,1.371534467,1,-0.219565243,2.737391472,1,0,0.159999996,111115,2.036155441,0.003235948,303.3361248,289.0009188,240.0289985,-0.464589805,4.30621037,46.44840933,33.087559,23.01852179,2.822884319,0.094874873,1.238678204,1.584206114,0.059483447,53.58069698,0.584499317,28.17190238,981.977361,0.006283801,,,,,,,,,,,,,,
TL,2,3,Wet,TL 2-3,20,17802,TL 2-3_17802,11:40:40,4421,0,25.17114752,0.093978414,698.3931811,3.157016836,3.086514279,30.23587799,1.47,2.414630565,0.5,4.346335018,15.84869289,30.23587799,15.02874279,1200.667114,1186.463013,11.75857449,13.28871059,60.32409668,68.17403412,299.263855,1500.087402,12.58090591,92.71032715,-13.1276083,1.33613503,1,-0.219565243,2.737391472,1,0,0.159999996,111115,2.035808537,0.003157017,303.385878,288.9986929,240.013979,-0.443679139,4.318514985,46.58073289,33.2920223,23.04228544,2.826946508,0.091989378,1.232000707,1.594945801,0.057668815,64.7482603,0.5886346,27.88219975,1178.64469,0.005954525,,,,,,,,,,,,,,
SG,2,4,Wet,SG 2-4,21,17802,SG 2-4_17802,11:48:06,4866,0,15.4195429,0.18483828,239.8292264,4.90918249,2.496400559,27.95158005,1.38,2.434391437,0.5,4.381904587,15.86118126,27.95158005,15.0275526,400.0324402,392.0354614,11.65567589,13.88775349,59.75786209,71.2015686,299.2990417,1500.59729,11.76019478,92.72489929,-5.41679287,2.033556938,1,-0.219565243,2.737391472,1,0,0.159999996,111115,2.168833636,0.004909182,301.10158,289.0111813,240.095561,-0.805641311,3.784141102,40.8104094,26.92265592,21.90638065,2.638394248,0.177356977,1.287740543,1.350653704,0.111496828,22.23814086,0.61175391,34.92018561,387.2849283,0.013903286,,,,,,,,,,,,,,
SG,2,4,Wet,SG 2-4,22,17802,SG 2-4_17802,11:49:36,4956.5,0,10.79971878,0.174881027,181.3780254,4.776266977,2.560753982,28.20888138,1.38,2.434391437,0.5,4.381904587,15.85781097,28.20888138,15.02816868,299.9378967,294.3106079,11.63865185,13.81032944,59.68253708,70.81880951,299.3179626,1500.768066,11.55252934,92.72348785,-3.162093163,1.977401733,1,-0.219565243,2.737391472,1,0,0.159999996,111115,2.168970744,0.004776267,301.3588814,289.007811,240.1228853,-0.784844594,3.841295895,41.427431,27.61710157,22.03334618,2.658908052,0.168169416,1.280541914,1.378366138,0.105688956,16.81800314,0.616280965,34.07382226,290.9833743,0.012646348,,,,,,,,,,,,,,
SG,2,4,Wet,SG 2-4,23,17802,SG 2-4_17802,11:51:05,5045,0,5.817206627,0.16340263,131.0175175,4.591435923,2.627247964,28.46107674,1.38,2.434391437,0.5,4.381904587,15.8546257,28.46107674,15.02850628,200.5158234,197.4156036,11.61723232,13.70529747,59.58459091,70.29424286,299.2886658,1501.059082,11.73995399,92.72311401,-0.897704124,1.897344589,1,-0.219565243,2.737391472,1,0,0.159999996,111115,2.168758448,0.004591436,301.6110767,289.0046257,240.1694478,-0.746804026,3.898045824,42.03963451,28.33433704,22.15785122,2.679159754,0.157528347,1.27079786,1.408361894,0.098966654,12.14835222,0.663663434,33.16090602,195.6234083,0.00986098,,,,,,,,,,,,,,
SG,2,4,Wet,SG 2-4,24,17802,SG 2-4_17802,11:52:34,5134,0,0.507622213,0.153888611,89.5120012,4.435893604,2.688864919,28.69417381,1.38,2.434391437,0.5,4.381904587,15.8528614,28.69417381,15.02751541,99.87411499,99.43675995,11.59635162,13.61345196,59.48422623,69.83107758,299.3504028,1500.890137,11.52295876,92.72315216,1.16864109,1.826210976,1,-0.219565243,2.737391472,1,0,0.159999996,111115,2.169205818,0.004435894,301.8441738,289.0028614,240.1424165,-0.717052274,3.951147096,42.61230344,28.99885149,22.27351761,2.698094615,0.148667538,1.262282177,1.435812437,0.093372598,8.299834907,0.900190244,32.35438795,99.28036905,0.001654285,,,,,,,,,,,,,,
SG,2,4,Wet,SG 2-4,25,17802,SG 2-4_17802,11:54:20,5240.5,0,-1.015586582,0.145947911,60.42379915,4.307001273,2.747446374,28.91385651,1.38,2.434391437,0.5,4.381904587,15.84974861,28.91385651,15.02685547,51.32942963,51.6950264,11.56800079,13.5269556,59.35346985,69.40454102,299.3056335,1501.075684,11.37589264,92.72762299,1.842270851,1.764367104,1,-0.219565243,2.737391472,1,0,0.159999996,111115,2.168881402,0.004307001,302.0638565,288.9997486,240.172104,-0.694470615,4.001768813,43.15616732,29.62921172,22.38180256,2.715927155,0.141243519,1.254322439,1.461604715,0.08868814,5.602955267,1.168851307,31.61918879,52.0079136,-0.00617445,,,,,,,,,,,,,,
SG,2,4,Wet,SG 2-4,26,17802,SG 2-4_17802,11:56:40,5380,0,13.90759945,0.138202151,212.6848943,4.126290332,2.774825183,28.98345375,1.38,2.434391437,0.5,4.381904587,15.8456955,28.98345375,15.02858353,400.0600586,392.900116,11.52907181,13.4060936,59.16827774,68.80132294,299.3008728,1500.876465,11.40382195,92.72637939,-4.321944237,1.684334755,1,-0.219565243,2.737391472,1,0,0.159999996,111115,2.168846904,0.00412629,302.1334538,288.9956955,240.140229,-0.642839163,4.017923705,43.3309672,29.92487361,22.41457462,2.721344403,0.133976624,1.243098521,1.478245881,0.084105045,19.7215002,0.541320518,31.09565708,388.6153903,0.011128379,,,,,,,,,,,,,,
SG,2,4,Wet,SG 2-4,27,17802,SG 2-4_17802,11:58:47,5507.5,0,21.52665933,0.133962712,303.4294122,3.975482512,2.755832665,28.86710739,1.38,2.434391437,0.5,4.381904587,15.83905315,28.86710739,15.02894211,600.0876465,589.0078125,11.49975395,13.32062244,59.04018402,68.38859558,297.2804871,1500.909668,11.42664242,92.72213745,-8.027815819,1.627687454,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,2.154206428,0.003975483,302.0171074,288.9890532,240.1455415,-0.584736554,3.990949251,43.04203247,29.72141002,22.35308027,2.711187101,0.129988723,1.235116585,1.476070515,0.081590882,28.13462367,0.515153459,31.05335398,582.3757671,0.011478413,,,,,,,,,,,,,,
SG,2,4,Wet,SG 2-4,28,17802,SG 2-4_17802,12:00:22,5602,0,28.09108345,0.129951447,402.0234593,3.945737291,2.816210275,29.10495567,1.38,2.434391437,0.5,4.381904587,15.84139538,29.10495567,15.0286026,800.6088257,786.2689209,11.4768343,13.26665783,58.91080856,68.0980072,300.1904297,1500.796509,11.44937706,92.71760559,-11.67722988,1.601408958,1,-0.219565243,2.737391472,1,0,0.159999996,111115,2.175292969,0.003945737,302.2549557,288.9913954,240.127436,-0.595628055,4.046263023,43.64071955,30.37406172,22.47317553,2.731054752,0.126208557,1.230052748,1.501002004,0.079208296,37.27465254,0.511305291,30.42469088,777.6144735,0.010990826,,,,,,,,,,,,,,
SG,2,4,Wet,SG 2-4,29,17802,SG 2-4_17802,12:01:58,5698,0,33.28671703,0.127421623,517.3159075,3.894449856,2.833012026,29.15868759,1.38,2.434391437,0.5,4.381904587,15.84407139,29.15868759,15.02929401,1000.361206,983.300415,11.45501804,13.22147179,58.7876091,67.8531189,300.2220764,1500.73291,11.49502277,92.71577454,-15.13084316,1.574965477,1,-0.219565243,2.737391472,1,0,0.159999996,111115,2.175522293,0.00389445,302.3086876,288.9940714,240.1172603,-0.583633327,4.058851024,43.7773512,30.55587941,22.50137949,2.735739034,0.123821026,1.225838997,1.509900037,0.077703773,47.96334504,0.526101586,30.18423488,973.0452698,0.010325666,,,,,,,,,,,,,,
SG,2,4,Wet,SG 2-4,30,17802,SG 2-4_17802,12:03:33,5793.5,0,38.04172312,0.124130133,632.2584583,3.818824265,2.849639832,29.2086277,1.38,2.434391437,0.5,4.381904587,15.8432312,29.2086277,15.02877331,1199.744019,1180.187988,11.43581295,13.16789246,58.69556808,67.58565521,300.250824,1500.64502,11.69709492,92.72109985,-18.5712738,1.540336609,1,-0.219565243,2.737391472,1,0,0.159999996,111115,2.175730609,0.003818824,302.3586277,288.9932312,240.1031978,-0.563777532,4.070581303,43.90134834,30.73345589,22.52592945,2.739822159,0.120710654,1.220941471,1.518880687,0.075744102,58.62369965,0.535726905,29.92314638,1168.467896,0.009742057,,,,,,,,,,,,,,
CF,1,6,Dry,CF 1-6,31,17802,CF 1-6_17802,12:12:44,6344.5,0,11.11124848,0.206712085,291.6620259,5.061168397,2.313402549,26.75767326,1.02,2.513434924,0.5,4.524182864,15.85329628,26.75767326,15.02790451,399.4611511,395.0065613,11.40698814,13.10410786,58.51501083,67.22081757,300.1994019,1500.895264,13.24928665,92.72911072,-1.915420532,1.509453773,1,-0.219565243,2.737391472,1,0,0.159999996,111115,2.943131391,0.005061168,299.9076733,289.0032963,240.1432368,-0.73189074,3.528534818,38.05207222,24.94796436,21.30548477,2.543175368,0.197679991,1.215132268,1.3280431,0.12433092,27.04556029,0.738372611,35.65621447,391.6910044,0.010114735,,,,,,,,,,,,,,
CF,1,6,Dry,CF 1-6,32,17802,CF 1-6_17802,12:14:14,6434.5,0,7.430003682,0.199692573,224.5166964,4.980629114,2.352709393,26.93078232,1.02,2.513434924,0.5,4.524182864,15.85125828,26.93078232,15.0284586,300.1266479,297.0994263,11.39929295,13.06942081,58.48363113,67.05215454,300.2073059,1500.857544,13.23808193,92.72986603,-0.636642456,1.478610992,1,-0.219565243,2.737391472,1,0,0.159999996,111115,2.943208881,0.004980629,300.0807823,289.0012583,240.1372017,-0.721060255,3.564635035,38.44106745,25.37164663,21.3910203,2.556543028,0.191250961,1.211925641,1.344617387,0.120262657,20.81940318,0.75569549,35.11760812,294.8823397,0.008848409,,,,,,,,,,,,,,
CF,1,6,Dry,CF 1-6,33,17802,CF 1-6_17802,12:15:43,6523,0,4.528721897,0.192867063,151.9114839,4.892760364,2.389157524,27.08736229,1.02,2.513434924,0.5,4.524182864,15.85111046,27.08736229,15.02958393,200.0861053,198.2177429,11.39058685,13.03144073,58.43972015,66.85816956,300.1839905,1500.86377,13.21435833,92.73019409,0.450042725,1.448337555,1,-0.219565243,2.737391472,1,0,0.159999996,111115,2.942980299,0.00489276,300.2373623,289.0011105,240.1381978,-0.706414223,3.597565553,38.79605331,25.76461257,21.46923637,2.568820599,0.184981264,1.208408029,1.36041257,0.116296829,14.08678139,0.766386912,34.6104525,196.8663885,0.007961802,,,,,,,,,,,,,,
CF,1,6,Dry,CF 1-6,34,17802,CF 1-6_17802,12:17:13,6613.5,0,0.118212466,0.187195996,94.71531325,4.821109856,2.422205465,27.22987366,1.02,2.513434924,0.5,4.524182864,15.85120392,27.22987366,15.02694988,100.1174088,99.91359711,11.38413429,13.00075817,58.40624619,66.70032501,300.2306519,1500.846558,13.05384254,92.73015594,1.519790649,1.424946785,1,-0.219565243,2.737391472,1,0,0.159999996,111115,2.943437763,0.00482111,300.3798737,289.0012039,240.1354439,-0.695719775,3.627767798,39.12176962,26.12101145,21.54053879,2.580057882,0.179758186,1.205562333,1.37449555,0.112994242,8.782965768,0.947972208,34.16876834,99.87832293,0.00040441,,,,,,,,,,,,,,
CF,1,6,Dry,CF 1-6,35,17802,CF 1-6_17802,12:18:59,6719,0,-1.72231821,0.181810337,65.07632065,4.745290308,2.45159263,27.35275269,1.02,2.513434924,0.5,4.524182864,15.84965229,27.35275269,15.02791786,51.42335129,51.92478561,11.37543964,12.96671677,58.36687469,66.5316391,300.2264404,1500.654663,13.1887989,92.72927094,1.839508057,1.400686264,1,-0.219565243,2.737391472,1,0,0.159999996,111115,2.943396475,0.00474529,300.5027527,288.9996523,240.1047407,-0.682440912,3.653986822,39.40489109,26.43817432,21.60120249,2.589652362,0.174786315,1.202394192,1.38725817,0.109851519,6.034479769,1.253280488,33.76400204,52.43871921,-0.011089584,,,,,,,,,,,,,,
CF,1,6,Dry,CF 1-6,36,17802,CF 1-6_17802,12:21:19,6859.5,0,11.64135027,0.17859189,273.3551968,4.658742234,2.448955426,27.31918907,1.02,2.513434924,0.5,4.524182864,15.84778309,27.31918907,15.02937508,400.1882935,395.6072388,11.35435295,12.91662598,58.27070618,66.28831482,300.2380676,1500.586914,13.15269852,92.73733521,-1.86932373,1.369532585,1,-0.219565243,2.737391472,1,0,0.159999996,111115,2.943510467,0.004658742,300.4691891,288.9977831,240.0939009,-0.652797097,3.646808899,39.32406394,26.40743796,21.58348608,2.586847138,0.171809711,1.197853473,1.388993665,0.107970483,25.35023252,0.690976226,33.664111,392.1335014,0.009993936,,,,,,,,,,,,,,
CF,1,6,Dry,CF 1-6,37,17802,CF 1-6_17802,12:22:59,6959,0,18.2347593,0.178073686,402.0202659,4.635636644,2.443859457,27.28866196,1.02,2.513434924,0.5,4.524182864,15.84791183,27.28866196,15.02829742,599.9286499,592.7982178,11.34569836,12.90067387,58.22860718,66.20908356,300.1558838,1500.656372,13.13135433,92.74179077,-4.451538086,1.365987778,1,-0.219565243,2.737391472,1,0,0.159999996,111115,2.942704743,0.004635637,300.438662,288.9979118,240.1050142,-0.642959572,3.640291053,39.25189521,26.35122135,21.5682869,2.584442613,0.171330065,1.196431597,1.388011016,0.107667409,37.28407939,0.678173878,33.67931436,587.3570308,0.010455892,,,,,,,,,,,,,,
